,Name,Category,Image,Well_Known_Movie,Bio
937,Meghna Naidu,Actress,"https://m.media-amazon.com/images/M/MV5BZTQ1YzM0YmUtNDM0Mi00MmQ4LWE4OWYtZjg1OTYyNGE3ZDFjXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR2,0,140,209_AL_.jpg",AK 47,"Meghna was born in the Naidu family on September 19, 1980 in Vijayawada, Andhra Pradesh, India"
938,Ananth Narayan Mahadevan,Actor,"https://m.media-amazon.com/images/M/MV5BMGE2OTVlN2ItMGZkZS00MDQ2LThiOGYtZDJhMDRiZWVhYzYzL2ltYWdlXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR8,0,140,209_AL_.jpg",Mee Sindhutai Sapkal,"Anant Mahadevan in a famous actor,director,writer in both the Marathi and hindi film industry"
939,Anirudh Agarwal,Actor,"https://m.media-amazon.com/images/M/MV5BMmQ3ODM2MjYtOGM3ZC00OTgzLWI4YTQtMTZhZGM5OWU3MDJmXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR69,0,140,209_AL_.jpg",The Jungle Book,"This imposing veteran actor from Dehradun, India is mostly known for his work in Bollywood during the 1980s and 1990s, portraying demonic characters"
940,Mita Vasisht,Actress,"https://m.media-amazon.com/images/M/MV5BNGQ4YjkyMzMtM2E4OS00YmMzLWEyY2YtYjY0ZmUzYmEzNzFiXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR13,0,140,209_AL_.jpg",Droh Kaal,"Mita Vashisht is an Indian television, film and theater actress, who graduated from National School of Drama, New Delhi in 1987"
941,Ram Mohan,Actor,"https://m.media-amazon.com/images/M/MV5BMDY3NGJlNWEtN2JhOS00ZTM5LWIyZTYtZjllOTc0YzcyNDlkXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR5,0,140,209_AL_.jpg",Himalay Se Ooncha,Ram Mohan was born in 1931 in India
942,Ishita Vyas,Actress,"https://m.media-amazon.com/images/M/MV5BOWJkZWI5OWMtODRhMy00MTU4LTk1OGEtMjNmMDI5ZGRjM2QwXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UX140_CR0,0,140,209_AL_.jpg",Special Chabbis,"Ishita Vyas was born on March 18, 1990 in Hoshangabad, Madhya Pradesh, India as Manju Vyas"
943,Shyama,Actress,"https://m.media-amazon.com/images/M/MV5BZjI0ZGE5YzEtZTE1Zi00ZTcyLWJhYzYtYmEyYjJkNmZiNTc2XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR11,0,140,209_AL_.jpg",Sharada,"Shyama was born on June 7, 1935 in Lahore, Punjab, British India as Khurshid Akhtar"
944,Geethu Mohandas,Writer,"https://m.media-amazon.com/images/M/MV5BMzc2MzNmZGEtNzZhNy00OWY2LWE2ZjgtZjg3ODIzMzBmZGVlXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_UY209_CR0,0,140,209_AL_.jpg",Liar's Dice,"Geetu Mohandas formed her film production house- Unplugged in 2009 which produced her directorial debut short fiction film titled ""Are You Listening?"" The film premiered at the International Film Festival Rotterdam and subsequently won 3 International awards as well as the National Film Award in "
945,Nasir Hussain,Writer,"https://m.media-amazon.com/images/M/MV5BMzFjZjQ2YzUtZGUzYy00OGM5LTliOGUtZjUxMzQ1ZTM3Nzg2XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR19,0,140,209_AL_.jpg",Jo Jeeta Wohi Sikandar,"Nasir Husain Khan was born in Bhopal, India"
946,Rami Reddy,Actor,"https://m.media-amazon.com/images/M/MV5BYjYzMWIyZTItMjgwZi00YTBmLWE1NjMtMTU5NGQyZDVmMDczXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR6,0,140,209_AL_.jpg",Jeevan Yudh,"Rami Reddy was born in 1959 in Valmikipuram, Chittoor, Andhra Pradesh, India"
947,Marc Zuber,Actor,"https://m.media-amazon.com/images/M/MV5BNzJiMDNiMDEtMTMzNi00MTk4LTljMjYtYjI1NjJkYzA2NTFiXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR12,0,140,209_AL_.jpg",Robin Hood: Prince of Thieves,"Marc Zuber was born on May 5, 1944 in Lucknow, India"
948,Rehman,Actor,"https://m.media-amazon.com/images/M/MV5BMGRlZGFlY2QtZTZiOS00MmZmLWEyZjItZGNiMDAyYjU1ODdmXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR16,0,140,209_AL_.jpg",Sahib Bibi Aur Ghulam,"Rehman Khan was born in Lahore, British India on June 23, 1923 in a Pathan family believed to be the descendants of Afghanistan's King Amanuallah"
949,K.V. Anand,Writer,"https://m.media-amazon.com/images/M/MV5BYjExYjE3NjgtZDU3NC00NTY3LTkyMzAtMzExODczZTZlNWJlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjYwMDk5NjE@._V1_UY209_CR5,0,140,209_AL_.jpg",Maattrraan,
950,Koel Purie,Actress,"https://m.media-amazon.com/images/M/MV5BNWMyMDlmMjAtNWQyYS00ZmE0LWIxOTAtMzMyZmQzMjYzMDA1XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR5,0,140,209_AL_.jpg",White Noise,"Koel Purie was born on November 25, 1978 in Delhi, India"
951,Maple Batalia,Actress,"https://m.media-amazon.com/images/M/MV5BZWU3MDZlMTYtNmI2Yy00OTUzLWE3YTktNDE0MmRlY2QxNDE0XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UX140_CR0,0,140,209_AL_.jpg",The Secret Circle,"Born near Mumbai, 19-year-old Maple Batalia was an aspiring actress and attending Simon Fraser University in Surrey (B"
952,Abhishek Shah,Casting Director,"https://m.media-amazon.com/images/M/MV5BNjc5ZTQxNTgtOTE5Yy00NGE0LWFmMzQtYzVhNTVkZGFkNmFkXkEyXkFqcGdeQXVyMTEwMDMxOTI1._V1_UX140_CR0,0,140,209_AL_.jpg",Hellaro,"Abhishek Shah is the Writer, Director and Producer of '"
953,Jaspal Bhatti,Actor,"https://m.media-amazon.com/images/M/MV5BZGQzZDgxNGMtZTdjYy00NzI3LThlOGItNjdmOTc5ZjQwYjcwXkEyXkFqcGdeQXVyNDAzNDk0MTQ@._V1_UY209_CR12,0,140,209_AL_.jpg",Fanaa,"Jaspal Bhatti, the most popular social satirist in India, graduated from Punjab Engineering College, Chandigarh in North India, as an electrical engineer"
954,Dilip Joshi,Actor,"https://m.media-amazon.com/images/M/MV5BMTRhMTg3MmItM2I4MS00YzE4LTg2OTktZjY1ZmIzNDg0ZWMwXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UX140_CR0,0,140,209_AL_.jpg",Taarak Mehta Ka Ooltah Chashmah,"Dilip Joshi was born on May 26, 1968 in Porbandar, Gujarat, India"
955,Simple Kapadia,Costume Department,"https://m.media-amazon.com/images/M/MV5BNzZjZTdlODktMWZiNS00NjQwLWE0NTEtYTVlZDc2NzdlOWJhXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UX140_CR0,0,140,209_AL_.jpg",Rudaali,"Simple Kapadia was born on August 15, 1958 in India"
956,Tanvi Azmi,Actress,"https://m.media-amazon.com/images/M/MV5BOTA4ZmI3MzgtYmNkNS00NWNiLWE0MWUtMDJmNTA2MWM3MTc3XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR9,0,140,209_AL_.jpg",Bajirao Mastani,"Tanvi Azmi was born on November 9, 1960 in Bombay, Maharashtra, India as Tanvi Kiran"
957,Sabyasachi Chakrabarty,Actor,"https://m.media-amazon.com/images/M/MV5BZTdmYjViNWEtNjk1MS00M2JhLWE2OWUtZjQ0YzdhMjlhNGVkL2ltYWdlXkEyXkFqcGdeQXVyNDI3NjcxMDA@._V1_UY209_CR49,0,140,209_AL_.jpg",Parineeta,"Sabyasachi Chakrabarty was born on September 8, 1956 in Calcutta, West Bengal, India"
958,Aayush Sharma,Actor,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Loveyatri,Aayush Sharma is an Indian assistant director turned film actor
959,Sreelekha Mitra,Actress,"https://m.media-amazon.com/images/M/MV5BZjEzMjI1MDAtN2E3OC00ZGFiLWIwN2ItZDAxNTA0YjJjNzQ4XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR7,0,140,209_AL_.jpg",Madhu Malati,"Sreelekha Mitra was born on August 30, 1975 in Calcutta, West Bengal, India"
960,K. Viswanath,Director,"https://m.media-amazon.com/images/M/MV5BMjgxZDc5OTItZjljNS00ZTVhLWI0YTctYTdkMjNlMzMzNWNiXkEyXkFqcGdeQXVyMjYwMDk5NjE@._V1_UX140_CR0,0,140,209_AL_.jpg",Sagara Sangamam,K
961,Govind Nihalani,Cinematographer,"https://m.media-amazon.com/images/M/MV5BYmIxYzkwNzQtYmRiNy00NmIwLWE3NmItMWUyMTljODIyZmYzXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR3,0,140,209_AL_.jpg",Droh Kaal,Govind is not the Brother of Pahlaj Nihalani
962,Saayoni Ghosh,Actress,"https://m.media-amazon.com/images/M/MV5BNzI1YTA0MjMtYmM3MS00ZWYxLTk2ZmYtNjhjYTMzM2ExMDVjXkEyXkFqcGdeQXVyNjgyOTIyNTM@._V1_UY209_CR87,0,140,209_AL_.jpg",Byomkesh O Chiriakhana,"Saayoni Ghosh was born on January 27, 1993 in Calcutta, West Bengal, India"
963,Pearl Padamsee,Actress,"https://m.media-amazon.com/images/M/MV5BYjYzNWNjODEtZmUxNy00ZTRjLTlmOWUtZmYxMWY2YjQ4ZDYyXkEyXkFqcGdeQXVyMjQ2MDI5ODE@._V1_UY209_CR50,0,140,209_AL_.jpg",West Is West,Pearl Padamsee was born in 1931 in British India
964,Abhishek Chaudhary,Actor,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Brazen Epiphany,Abhishek Chaudhary born in 2002 is a computer engineer from Fr
965,William Makepeace Thackeray,Writer,"https://m.media-amazon.com/images/M/MV5BOGVmYmRlYzYtMmEwOC00MmY2LWFjZDUtZjUyMTQ5MzNhN2RjL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTc4MzI2NQ@@._V1_UY209_CR20,0,140,209_AL_.jpg",Barry Lyndon,"William Makepeace Thackeray was born on July 18, 1811 in Calcutta, Bengal Presidency, British India"
966,Ena Saha,Actress,"https://m.media-amazon.com/images/M/MV5BN2QzOTAwZjctMWIyMC00MzM5LTg3MzctMTY2Mzc4NmJmMWMxXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_UY209_CR0,0,140,209_AL_.jpg",Byomkesh,"Ena Saha was born on March 14, 1992 in Calcutta, West Bengal, India"
967,Veena,Actress,"https://m.media-amazon.com/images/M/MV5BODcwMjNiNDUtNTRmYS00MjUzLTg5NDAtYmExYzE3Y2M4MzhmXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR2,0,140,209_AL_.jpg",Chalti Ka Naam Gaadi,She started out playing heroine roles in Pre-Partition films
968,Johnny Walker,Actor,"https://m.media-amazon.com/images/M/MV5BNzEzODA0OTktZTlkNi00NDZjLWE5YjItZDkyZThiMDFjNmI0XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR8,0,140,209_AL_.jpg",Madhumati,"One of the earliest and best-loved comedians of Indian Cinema, Johnny Walker brought smiles and amusement to all whenever he was on film"
969,Chandrashekhar,Actor,"https://m.media-amazon.com/images/M/MV5BOWNkNjU5ODUtNWQ3Yi00ZDNjLWIwNjQtZTNkNmNlNjRjMzU2XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR8,0,140,209_AL_.jpg",Cha Cha Cha,"Chandrashekhar was born on July 9, 1922 in India"
970,Deepti Bhatnagar,Producer,"https://m.media-amazon.com/images/M/MV5BYTNlNWViNjEtZTYwNi00ODAyLWExODEtN2ZhMDdlNjk3YTQzXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR8,0,140,209_AL_.jpg",Mohe Rang De,"Born on September 30, 1967, Deepti caught the media spotlight when she was crowned Eves Weekly's Miss India contest in 1990"
971,Govind Namdeo,Actor,"https://m.media-amazon.com/images/M/MV5BZDMxOWUxNmUtNGQwMS00OTIzLWFmZDMtMTM4YTVhM2EzNjZmXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR13,0,140,209_AL_.jpg",Satya,"Govind Namdeo was born on September 3, 1954 in Sagar, Vindhya Pradesh, India"
972,Pradeep Kumar,Actor,"https://m.media-amazon.com/images/M/MV5BM2E2MGRkMWMtODQ1MS00ODc2LWE0N2EtM2U1MmZjODM5YzNlXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR6,0,140,209_AL_.jpg",Do Dilon Ki Dastaan,"Pradeep Kumar was born on January 4, 1925 in Bengal Presidency, British India as Sital Batabyal"
973,Vaibhav Tatwawaadi,Actor,"https://m.media-amazon.com/images/M/MV5BNjNhYzNhOGEtNTg0My00N2FhLThkZjAtM2JjZmY0YWEyNzY0XkEyXkFqcGdeQXVyNDU5MzA2NzI@._V1_UY209_CR101,0,140,209_AL_.jpg",Bajirao Mastani,Vaibhav Tatwawaadi is an Indian actor mostly known for his roles in Marathi Films in TV Serials
974,Shreeram Lagoo,Actor,"https://m.media-amazon.com/images/M/MV5BYWIwMmRkNTYtOTg0ZC00ODI1LTk5ZGEtOGZmNmQ0MmIzMmU2XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UX140_CR0,0,140,209_AL_.jpg",Gharaonda,"Shreeram Lagoo was born on November 16, 1927 in Satara, Bombay Presidency, British India"
975,J.P. Dutta,Writer,"https://m.media-amazon.com/images/M/MV5BNzY1MDUwMDctZTIyMC00MmJhLTkwN2UtOTY1YWRkZmI5NjVjXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR13,0,140,209_AL_.jpg",Border,Brother Deepak Dutta passed away while serving in the army
976,Rahul Kumar,Actor,"https://m.media-amazon.com/images/M/MV5BOGE5ZjY0NDUtZmY1OS00NTRjLTgxYTQtMGI5ZWRhZmY3Y2MwXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR34,0,140,209_AL_.jpg",3 Idiots,"Rahul Kumar was born on September 9, 1995 in Nainital, Uttarakhand, India"
977,Sujit Kumar,Actor,"https://m.media-amazon.com/images/M/MV5BNmYyMjY2OTUtN2RmNi00ZGU2LTliZDYtNjgxMDEwYTEzYWZkXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR3,0,140,209_AL_.jpg",Barood,"Sujit Kumar was born on February 7, 1934 in Benares, Benares State, British India as Shamsher Bahadur Singh"
978,Joy Mukherjee,Actor,"https://m.media-amazon.com/images/M/MV5BZjY5NjRlMjctNGJmYy00MzE3LWJkNzAtNmEwYjA1M2ViMjdmXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR3,0,140,209_AL_.jpg",Humsaya,"Joy Mukherjee was born on February 24, 1939 in Jhansi, United Provinces, British India"
979,Anwar Hussain,Actor,"https://m.media-amazon.com/images/M/MV5BNGUwYjQ1OGMtYmJmZS00NGRlLWEyYmItNzBhYTcxYWY5NTQwXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR13,0,140,209_AL_.jpg",Rafoo Chakkar,"Anwar Hussain was born on January 2, 1928 in Calcutta, Bengal Presidency, British India"
980,Dharmendra Sharma,Editor,"https://m.media-amazon.com/images/M/MV5BYjk2NWMwZGUtN2QwZi00ZjhjLTg5ZTYtNzE2OThiNjk1OTBjXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY209_CR69,0,140,209_AL_.jpg",Tanhaji: The Unsung Warrior,"Dharmendra Sharma was born on July 22, 1975 in Mumbai, Maharahstra, India"
981,Saurabh Gokhale,Actor,"https://m.media-amazon.com/images/M/MV5BMTU3NjM3OTg1MF5BMl5BanBnXkFtZTgwOTUyMzUxNzE@._V1_UY209_CR87,0,140,209_AL_.jpg",Bho Bho,Saurabh Gokhale a Marathi actor has been born and brought up in Pune
982,Surekha Sikri,Actress,"https://m.media-amazon.com/images/M/MV5BYzI0NGU4NDQtMjZiZS00Mjc2LTk3Y2ItY2NhYmYwOTEyZjQyXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR34,0,140,209_AL_.jpg",Badhaai ho,"Surekha Sikri was born on April 19, 1945 in New Delhi, British India"
983,Deepak Parashar,Assistant Director,"https://m.media-amazon.com/images/M/MV5BMWM1MzNlYjctOTI4Mi00MzM2LWI4ZTYtNjFjYWYxMDJmODYzXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UX140_CR0,0,140,209_AL_.jpg",Ankur,"Deepak Parashar was born on April 2, 1952 in Pune, State of Bombay, India"
984,Atul Agnihotri,Producer,"https://m.media-amazon.com/images/M/MV5BNzc0MTJlOTEtYjMxOS00YjdlLWE3ZWEtYzViNDNhNzk0Mzk0XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR12,0,140,209_AL_.jpg",Bodyguard,"Atul Agnihotri was born on June 24, 1970 in Delhi, India"
985,Ashish Vidyarthi,Actor,"https://m.media-amazon.com/images/M/MV5BMzk5Mzc5Y2YtYjJjYy00OGIyLTg4MzctZTMxNDBiYzY2MTcxXkEyXkFqcGdeQXVyNjc0MTQwOTc@._V1_UY209_CR116,0,140,209_AL_.jpg",24,"Ashish Vidyarthi was born on June 19, 1962 in Tellicherry, Kerala, India"
986,Devika Bhagat,Writer,"https://m.media-amazon.com/images/M/MV5BYzgyZWE1N2UtMTEyYS00YjkxLTlmNTEtMTRjNmIxZDg1Mzg1XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR11,0,140,209_AL_.jpg",Jab Tak Hai Jaan,
987,Bharathiraja,Director,"https://m.media-amazon.com/images/M/MV5BYThlYzgyMjktZjk5Yi00MDNmLTkxZGEtYjExMDVlMjk3MzNlXkEyXkFqcGdeQXVyMjYwMDk5NjE@._V1_UY209_CR0,0,140,209_AL_.jpg",Karuththamma,"The die-hard romantic Bharathiraja was born in Alli Nagaram, a small, sylvan village near Theni as Chinnasamy on 17 July 1941"
988,Urvashi,Actress,"https://m.media-amazon.com/images/M/MV5BZThiYTdhODktZGM0MC00YmI1LWIzOGMtMGFkM2FhZTI4YWI2XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_UY209_CR0,0,140,209_AL_.jpg",Magalir Mattum,"Urvashi was born in Kerala, India"
989,Ritu Shivpuri,Actress,"https://m.media-amazon.com/images/M/MV5BYThhMTIzOTEtOTYxZS00NDdlLTliOTctYTMwMjM0NjVlM2NkXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UX140_CR0,0,140,209_AL_.jpg",Iss Pyaar Ko Kya Naam Doon 3,"Ritu Shivpuri was born on January 22, 1975 in Mumbai, Maharahstra, India"
990,Disha Vakani,Actress,"https://m.media-amazon.com/images/M/MV5BZTY1NDMyZDEtMWM0NS00NGZiLWE3NDMtNDcxODhjMzE3ZWRkXkEyXkFqcGdeQXVyNDAzNDk0MTQ@._V1_UY209_CR13,0,140,209_AL_.jpg",Taarak Mehta Ka Ooltah Chashmah,"While Sunny Leone's porn star image is known to all, very few people are aware of Disha Vakani as a B-grade actor"
991,Shankar Nag,Actor,"https://m.media-amazon.com/images/M/MV5BMTliNzJhMTctN2I4Yy00YjFlLWJkYTItNmNlMmQyZTkxNjdiXkEyXkFqcGdeQXVyNzY3MTExNTA@._V1_UY209_CR5,0,140,209_AL_.jpg",Geetha,"Shankar Nag was born in 1954 in Udupi, Karnataka, India as Shankar Nagarkatti"
992,Mukri,Actor,"https://m.media-amazon.com/images/M/MV5BMWIxNjg3MGYtYjQ0My00MWUwLWFiNjYtZjQ1ZDhhYTE4ZWE2XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR6,0,140,209_AL_.jpg",Aan,"Mukri was born on January 5, 1922 in Alibag, Bombay Presidency, British India as Mohammed Umer Mukri"
993,Ramesh Deo,Actor,"https://m.media-amazon.com/images/M/MV5BYmJjMjY5NzktODAyYS00MmE5LWIyYTUtMzgwODJiMzk0ZjVhXkEyXkFqcGdeQXVyNjkwOTg4MTA@._V1_UY209_CR21,0,140,209_AL_.jpg",Fakira,"Ramesh Deo was born on 30-01-1929 in Kolhapur in the state of Maharashtra, India"
994,Smit Sheth,Actor,"https://m.media-amazon.com/images/M/MV5BOGVlMDRlNTAtZGYyMi00ODI1LWE2YzctODcyZTI0NzlmMTc4XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR33,0,140,209_AL_.jpg","Swades: We, the People","Smit Sheth was born on February 14, 1994 in Mumbai, Maharahstra, India"
995,Jayalalitha J,Actress,"https://m.media-amazon.com/images/M/MV5BZjIzMjEzYTEtMGYzZi00MTA4LThiYjctZDJlMGQzYjgxYTk4XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR8,0,140,209_AL_.jpg",Shri Krishna Satya,"Jayalalitha J was born on February 24, 1948 in Mandya, Mysore State, India as Jayalalithaa Jayaraman"
996,Kevin Stoney,Actor,"https://m.media-amazon.com/images/M/MV5BZTQyY2RkNmMtYzgxMS00ZjdmLWE5NWQtMjZiOTA2OTgzNDgwXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR8,0,140,209_AL_.jpg",Cash on Demand,"Kevin Stoney served in the Royal Air Force during the Second World War, where he trained as a pilot and was sent to the Middle East"
997,Raqesh Bapat,Actor,"https://m.media-amazon.com/images/M/MV5BMmU4NDE0OGQtZmU5My00ZjdjLTlkODktODBmYzRkMzllOGI2XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR21,0,140,209_AL_.jpg",Tum Bin...: Love Will Find a Way,"Raqesh Bapat is an Indian Actor, Model and Artist"
998,Alyque Padamsee,Actor,"https://m.media-amazon.com/images/M/MV5BMjgwNWU1NzMtYTg4Ni00NGMwLTk0YmItMDk4OGJlMWE1OTZkXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR12,0,140,209_AL_.jpg",Gandhi,"Alyque Padamsee was born in 1928 in Kutch, Gujarat, British India"
999,Vic Sarin,Cinematographer,"https://m.media-amazon.com/images/M/MV5BMTcwOGFmNjktZWUyNS00MTJlLWE4MjMtYTMzYjdmZTZkZTAwXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY209_CR86,0,140,209_AL_.jpg",A Shine of Rainbows,"A passionate and diverse filmmaker, Vic Sarin's career includes award-winning feature films, documentaries and television movies"
1000,Anu Agrawal,Actress,"https://m.media-amazon.com/images/M/MV5BMWUzZGFlNTgtYWEzMS00ZmJhLTljMGEtZGM4NjkyOTcwZDE4XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UX140_CR0,0,140,209_AL_.jpg",Thiruda Thiruda,"Anu Agrawal was born on January 11, 1969 in New Delhi, India"
1001,Rajiv Kapoor,Producer,"https://m.media-amazon.com/images/M/MV5BMjUwYzRhZGMtNmViYy00ZmI0LWIyYjItNTM0NjkxMDQzNzJmXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR4,0,140,209_AL_.jpg",Henna,"Virgoan Rajiv is the third, and the least known, son of showman Raj Kapoor, and the grandson of Prithviraj Kapoor"
1002,Ismail Darbar,Composer,"https://m.media-amazon.com/images/M/MV5BMTY3ZjJjNjEtNjQzMC00N2MwLTg2NmEtMmRkNDE1NDhkYzQxXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR10,0,140,209_AL_.jpg",Devdas,"Ismail Darbar was born on June 1, 1964 in Surat, Gujarat, India"
1003,Harsh Chhaya,Director,"https://m.media-amazon.com/images/M/MV5BMDMxNGI0MjgtZDM3Ni00NDI1LWJiMDAtOTlkYWYyMmZhNmFmXkEyXkFqcGdeQXVyNjgyOTIyNTM@._V1_UY209_CR87,0,140,209_AL_.jpg",Khajoor Pe Atke,"Harsh Chhaya was born on December 20, 1970 in Bombay, Maharashtra, India"
1004,Ankush Hazra,Actor,"https://m.media-amazon.com/images/M/MV5BZDY2Mzc4YmYtN2JmZS00ZDRhLTkxYjMtZmNiYTNmYTcxZDNmXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UX140_CR0,0,140,209_AL_.jpg",Zulfiqar,"Ankush Hazra was born on February 14, 1989 in Bardhaman, West Bengal, India"
1005,Kunickaa Sadanand,Actress,"https://m.media-amazon.com/images/M/MV5BZTAyMzQwNzUtMjVmYi00NWQyLWIwMDQtOThkOTkzMzU2NGNlXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR5,0,140,209_AL_.jpg",King Uncle,"Kunickaa Sadanand was born on February 27, 1964 in Bombay, Maharashtra, India"
1006,Nutan,Actress,"https://m.media-amazon.com/images/M/MV5BMTM0MDI4NDIzOV5BMl5BanBnXkFtZTcwNDY1NTAzMQ@@._V1_UY209_CR7,0,140,209_AL_.jpg",Seema,Nutan Samarth was born on June 4 1936 to poet Kumarsen Samarth and his actress wife 'Shobhana' as the eldest of their four children (a younger sister is the actress Tanuja)
1007,Preeti Ganguli,Actress,"https://m.media-amazon.com/images/M/MV5BMTdmNTMzZjYtNjA5YS00OWNlLTg4ZWItYjk3NjY1OWY3ZDQwXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR7,0,140,209_AL_.jpg",Khel Khel Mein,"Preeti was born on May 17, to actor Kumudlal Kunjilal Ganguly alias Ashok Kumar and RattanBai"
1008,Mehmood,Actor,"https://m.media-amazon.com/images/M/MV5BMzI0OWZlOTQtNGJiNS00YzVhLWE1MGQtZGY3ZWUwYWJiOTZiXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR14,0,140,209_AL_.jpg",Bombay to Goa,"Mehmood was born on September 29, 1932 in Bombay, Bombay Presidency, British India"
1009,Navneet Nishan,Actress,"https://m.media-amazon.com/images/M/MV5BMWJkZmZhYzgtZjBmMi00YTZhLThhNDMtMTMyMTAyNGM2MGExXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR11,0,140,209_AL_.jpg",My Name Is Khan,"Navneet Nishan was born on October 25, 1965 in India"
1010,Nivedita Bhattacharya,Actress,"https://m.media-amazon.com/images/M/MV5BM2E0Yzg3NzUtOWZmMS00Yjc0LThjNWUtNTA0NTI0ZjdmYjllXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR7,0,140,209_AL_.jpg",Koi Laut Ke Aaya Hai,"Nivedita Bhattacharya was born on July 21, 1970 in Lucknow, Uttar Pradesh, India"
1011,Suparn Verma,Writer,"https://m.media-amazon.com/images/M/MV5BMTk4N2ViZjQtOWNiZC00ZWYwLTllNzQtNGZmMDM4ODk2MWJhXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UX140_CR0,0,140,209_AL_.jpg",Janasheen,"Suparn Verma was born on September 24, 1974 in Bombay, Maharashtra, India"
1012,Tun Tun,Actress,"https://m.media-amazon.com/images/M/MV5BN2M0NGJjZTAtZjU4Mi00ZGRiLTkxOWQtYzI0MjcwOGNlNmRiXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR12,0,140,209_AL_.jpg",Mr. X in Bombay,Tun Tun was a prolific singer and comedienne appearing in over 100 Bollywood films
